name,year,movie_tv_id,movie_tv_name,type,department,job,actor_id
Olga Velaszquez,2003,13,Finding Nemo,movie,Crew,Thanks,2009089
Valerie Villas,2003,13,Finding Nemo,movie,Crew,Security,2009090
Valerie Villas,2003,13,Finding Nemo,movie,Crew,Thanks,2009090
Wendy Wirthlin,2003,13,Finding Nemo,movie,Crew,Thanks,2009092
Humera Yasmin Khan,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,2009140
Neftalí Álvarez 'El Magnífico',2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,2009154
Kelly T. Peters,2003,13,Finding Nemo,movie,Production,Unit Manager,2009155
Michael Warch,2003,13,Finding Nemo,movie,Production,Unit Manager,2009156
Siouxsie Stewart,2003,13,Finding Nemo,movie,Production,Unit Manager,2009157
David Fulp,2003,13,Finding Nemo,movie,Crew,Production Artist,2009158
James Pearson,2003,13,Finding Nemo,movie,Crew,Production Artist,2009159
Heidi Cruz,2003,13,Finding Nemo,movie,Crew,Schedule Coordinator,2009160
James Bartel,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,2009161
Miles Egan,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,2009162
Sandy Falby,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,2009163
Joshua Grant,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,2009164
Kenneth 'Yo' Huey,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,2009165
Elise Knowles,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,2009167
Jeanie T. Oh,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,2009169
Kathleen H. Parmelee,2003,13,Finding Nemo,movie,Crew,Systems Administrators & Support,2009170
Rachel Raffael-Gates,2003,13,Finding Nemo,movie,Directing,Script Coordinator,2009172
Dan Jeup,2003,13,Finding Nemo,movie,Directing,Script Supervisor,2009173
Ben Catmull,2003,13,Finding Nemo,movie,Visual Effects,Animation,2009175
Kearsley Higgins,2003,13,Finding Nemo,movie,Visual Effects,Animation Department Coordinator,2009179
Paul Topolos,2003,13,Finding Nemo,movie,Visual Effects,Matte Painter,2130671
Vince Caro,2003,13,Finding Nemo,movie,Crew,Additional Dialogue,2215422
Courtney Booker,2003,13,Finding Nemo,movie,Art,Digital Storyboarding,2216331
Paul Springer,2003,13,Finding Nemo,movie,Production,Post Production Coordinator,2216338
Jessica Donohoe,2003,13,Finding Nemo,movie,Production,Production Assistant,2216340
Blake Tucker,2003,13,Finding Nemo,movie,Writing,Story Manager,2216342
